G01Q18[1],0,4
G01Q18[2],0,4
G01Q18[3],1,4
G01Q18[5],0,4
G01Q18[12],0,4
G01Q18[6],0,4
G01Q18[10],0,4
G01Q18[7],0,4
G01Q18[8],0,4
G01Q18[9],0,4
G01Q18[11],0,4
G01Q21[1],0,4
G01Q21[2],0,4
G01Q21[3],1,4
G01Q21[5],0,4
G01Q21[12],0,4
G01Q21[6],0,4
G01Q21[10],0,4
G01Q21[7],0,4
G01Q21[8],0,4
G01Q21[9],0,4
G01Q21[11],0,4
G01Q18[1],1,6
G01Q18[2],0,6
G01Q18[3],0,6
G01Q18[5],1,6
G01Q18[12],0,6
G01Q18[6],0,6
G01Q18[10],0,6
G01Q18[7],0,6
G01Q18[8],0,6
G01Q18[9],0,6
G01Q18[11],0,6
G01Q21[1],1,6
G01Q21[2],0,6
G01Q21[3],0,6
G01Q21[5],1,6
G01Q21[12],0,6
G01Q21[6],0,6
G01Q21[10],0,6
G01Q21[7],0,6
G01Q21[8],0,6
G01Q21[9],0,6
G01Q21[11],0,6
